3, 0, 0, 2, 2, 2, 0, 0, 0, 0
6, 9, 4, 8, 4, 8, 7, 5, 0, 0
0, 7, 20, 9, 18, 7, 4, 11, 1, 0
0, 7, 34, 26, 28, 17, 5, 2, 4, 0
0, 14, 34, 36, 41, 37, 19, 5, 6, 0
0, 7, 20, 34, 25, 11, 8, 3, 0, 0
0, 1, 10, 32, 26, 10, 38, 6, 0, 0
0, 1, 2, 22, 34, 31, 20, 19, 1, 0
0, 0, 1, 5, 6, 7, 9, 10, 22, 0
0, 0, 0, 0, 2, 3, 1, 0, 2, 120
